manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,cpu2,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz,storage_size_gb
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.04,685.0,2.4,Intel,Intel,1920,1080,2.4,500
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42,3149.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Windows,10,2.4,695.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Windows,10,1.22,1899.0,1.3,Intel,Intel,3200,1800,1.3,512
Dell,Latitude E7470,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.5,1962.98,2.6,Intel,Intel,2560,1440,2.6,256
Dell,Alienware 17,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32,256GB SSD +  1TB HDD,Windows,10,4.42,2800.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Toshiba,Tecra A40-C-1DF,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.95,1180.0,2.3,Intel,Intel,1920,1080,2.3,256
Asus,Rog Strix,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.73,2049.9,2.8,Nvidia,Intel,1920,1080,2.8,256
HP,Probook 450,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8,128GB SSD +  1TB HDD,Windows,10,2.04,979.0,2.7,Nvidia,Intel,1920,1080,2.7,128
Lenovo,ThinkPad T460,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,508GB Hybrid,Windows,7,1.7,1002.0,2.3,Intel,Intel,1366,768,2.3,508
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD +  2TB HDD,Windows,10,2.3,1799.0,2.7,Nvidia,Intel,3840,2160,2.7,512
HP,15-bs053od (i7-7500U/6GB/1TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,6,1TB HDD,Windows,10,2.04,579.0,2.7,Intel,Intel,1366,768,2.7,1000
Asus,Rog GL753VE-DS74,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.99,1749.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 7579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD,Windows,10,2.19,1299.0,2.7,Intel,Intel,1920,1080,2.7,512
Toshiba,Portege Z30-C-1CV,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,1.2,1195.0,2.3,Intel,Intel,1920,1080,2.3,128
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256GB SSD,Windows,10,2.2,549.0,3.6,AMD,AMD,1920,1080,3.6,256
Fujitsu,LifeBook A556,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.3,649.0,2.3,Intel,Intel,1366,768,2.3,256
Toshiba,Tecra A40-C-1KF,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.75,915.0,2.3,Intel,Intel,1366,768,2.3,500
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.25,599.0,2.5,AMD,Intel,1366,768,2.5,500
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.04,806.0,2.5,Intel,Intel,1920,1080,2.5,1000
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1189.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Dell,Inspiron 5567,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.36,749.0,2.7,AMD,Intel,1366,768,2.7,1000
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.6,1119.0,2.5,Intel,Intel,1920,1080,2.5,128
HP,EliteBook Folio,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.97,1908.0,1.2,Intel,Intel,1920,1080,1.2,512
HP,15-bs005nv (i3-6006U/4GB/1TB,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD +  1TB HDD,Windows,10,2.1,499.0,2.0,AMD,Intel,1920,1080,2.0,128
Lenovo,V110-15IAP (N3350/4GB/128GB/No,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,No OS,Version Unknown,1.9,270.62,1.1,Intel,Intel,1366,768,1.1,128
Lenovo,ThinkPad T560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3,1349.0,2.3,Intel,Intel,1920,1080,2.3,256
Dell,Inspiron 5378,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.68,889.0,2.5,Intel,Intel,1920,1080,2.5,256
Asus,ZenBook UX310UA-FB485T,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.4,1150.0,2.5,Intel,Intel,3200,1800,2.5,256
HP,Spectre 13-V111dx,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.11,1349.0,2.7,Intel,Intel,1920,1080,2.7,256
Acer,Aspire ES1-533,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.4,380.0,1.1,Intel,Intel,1366,768,1.1,500
Asus,Rog GL553VE-DS74,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.5,1799.0,2.8,Nvidia,Intel,1920,1080,2.8,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.48,2089.0,2.7,Intel,Intel,1920,1080,2.7,512
Acer,Nitro 5,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1260.0,2.8,Nvidia,Intel,1920,1080,2.8,128
HP,ENVY -,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.34,1189.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.18,547.0,2.4,Intel,Intel,1366,768,2.4,128
HP,Probook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.64,779.0,2.5,Intel,Intel,1366,768,2.5,500
Toshiba,Portege Z30-C-16H,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.2,1195.0,2.3,Intel,Intel,1920,1080,2.3,128
HP,EliteBook 840,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Windows,10,1.48,1099.99,2.4,Intel,Intel,1366,768,2.4,256
HP,ProBook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.95,1205.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,7,1.43,1449.0,2.6,Intel,Intel,1920,1080,2.6,256
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64,1049.26,2.5,Nvidia,Intel,1920,1080,2.5,256
HP,Probook 440,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.64,684.0,2.4,Intel,Intel,1366,768,2.4,500
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB Hybrid,Windows,10,2.65,949.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.26,1539.0,2.5,Intel,Intel,1920,1080,2.5,500
HP,Elitebook 840,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.48,1590.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.54,1887.21,2.5,Intel,Intel,1920,1080,2.5,256
HP,Probook 430,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,1.49,800.0,2.4,Intel,Intel,1366,768,2.4,500
Toshiba,Portege A30-C-1CZ,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.5,1210.0,2.3,Intel,Intel,1366,768,2.3,256
HP,ProBook 450,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,2.04,769.99,2.4,Intel,Intel,1366,768,2.4,256
Lenovo,ThinkPad P70,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,7,2.4,2968.0,2.7,Nvidia,Intel,3840,2160,2.7,512
Toshiba,Tecra Z40-C-12Z,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.47,1490.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.43,2229.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Inspiron 5568,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Windows,10,2.08,795.99,2.3,Intel,Intel,1920,1080,2.3,1000
Toshiba,Portégé Z30-C-16K,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1590.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,Spectre 13-V100nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.11,1149.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.64,1185.43,2.7,Nvidia,Intel,1920,1080,2.7,256
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Windows,10,2.09,1046.44,2.4,Intel,Intel,1920,1080,2.4,500
HP,Elitebook 820,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.26,1559.0,2.5,Intel,Intel,1366,768,2.5,256
HP,ProBook 650,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.31,1189.0,2.5,Intel,Intel,1366,768,2.5,500
HP,ProBook 640,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.95,1060.0,2.5,Intel,Intel,1366,768,2.5,500
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.29,1624.0,2.5,Intel,Intel,3200,1800,2.5,256
HP,Probook 470,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.63,1080.0,2.5,Nvidia,Intel,1920,1080,2.5,256
HP,ProBook 440,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.64,973.0,2.5,Intel,Intel,1366,768,2.5,256
Acer,Aspire 3,15.6,1366x768,AMD A9-Series 9420 3GHz,6,1TB HDD,Windows,10,2.1,409.0,3.0,AMD,AMD,1366,768,3.0,1000
Micro-Star International,GL72M 7RDX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1191.8,2.8,Nvidia,Intel,1920,1080,2.8,128
HP,Probook 640,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.95,1195.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.84,1228.99,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.26,1349.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.04,742.0,2.5,Intel,Intel,1366,768,2.5,500
Toshiba,Tecra Z40-C-136,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.47,1725.0,2.6,Intel,Intel,1920,1080,2.6,256
Dell,Latitude E5570,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,2.09,1062.95,2.4,Intel,Intel,1920,1080,2.4,256
HP,ProBook 440,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.64,1010.51,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Windows,10,1.8,847.0,2.5,Intel,Intel,1920,1080,2.5,256
Vero,V142 (X5-Z8350/2GB/32GB/W10),14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Windows,10,1.45,210.8,1.44,Intel,Intel,1366,768,1.44,32
Toshiba,Tecra A50-C-218,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Windows,10,2.4,1425.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Lenovo,Thinkpad L560,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,2.3,1049.6,2.3,Intel,Intel,1920,1080,2.3,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,1.54,1000.0,2.3,Intel,Intel,1920,1080,2.3,500
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Windows,10,1.84,2103.34,2.4,Intel,Intel,1920,1080,2.4,256
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43,1469.0,2.3,Intel,Intel,1920,1080,2.3,256
Micro-Star International,GT72S Dominator,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,1545.64,2.7,Nvidia,Intel,1920,1080,2.7,256
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.6,2289.99,2.6,Nvidia,Intel,1920,1080,2.6,128
Asus,Chromebook C202SA,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.2,287.9,1.6,Intel,Intel,1366,768,1.6,16
Lenovo,ThinkPad X1,14.0,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Windows,7,1.1,2620.0,2.6,Intel,Intel,2560,1440,2.6,256
HP,Noteb Pav,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,1.91,979.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Dell,Inspiron 5578,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Windows,10,2.3,1094.0,2.7,Intel,Intel,1920,1080,2.7,256
HP,ProBook 450,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.04,979.0,2.5,Intel,Intel,1366,768,2.5,256
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Windows,10,1.2,2254.0,2.7,Intel,Intel,3200,1800,2.7,1000
HP,ProBook 650,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.31,705.15,2.3,Intel,Intel,1366,768,2.3,500
HP,250 G5,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,No OS,Version Unknown,1.96,499.0,2.5,Intel,Intel,1366,768,2.5,500
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,8,1TB HDD,Windows,10,2.4,449.0,2.2,AMD,AMD,1366,768,2.2,1000
Dell,Inspiron 7378,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Windows,10,1.6,1299.0,2.7,Intel,Intel,1920,1080,2.7,256
Micro-Star International,GT62VR 6RD,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,2.94,1819.0,2.6,Nvidia,Intel,1920,1080,2.6,256
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.04,1070.0,2.7,Intel,Intel,1920,1080,2.7,256
Asus,Rog G752VL-GC088D,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,No OS,Version Unknown,4.0,998.0,2.6,Nvidia,Intel,1920,1080,2.6,1000
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.25,559.0,2.5,Intel,Intel,1920,1080,2.5,1000
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,2TB HDD,Windows,10,2.32,989.99,2.7,AMD,Intel,1920,1080,2.7,2000
Micro-Star International,GS63VR 6RF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,1.8,1929.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.29,1458.0,2.7,Intel,Intel,1920,1080,2.7,256
Asus,ROG G701VO,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Windows,10,3.58,3975.0,2.7,Nvidia,Intel,1920,1080,2.7,1000
Dell,Inspiron 5368,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.62,798.01,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Alienware 15,15.6,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,3.21,1329.0,2.6,Nvidia,Intel,3840,2160,2.6,256
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,macOS,X,0.92,1300.0,1.1,Intel,Intel,2304,1440,1.1,256
Dell,Latitude 3570,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.06,481.98,2.3,Intel,Intel,1366,768,2.3,500
HP,ProBook 650,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.31,1199.0,2.3,Intel,Intel,1366,768,2.3,500
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.26,1199.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,ProBook 430,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.49,1090.0,2.7,Intel,Intel,1920,1080,2.7,256
Lenovo,ThinkPad Yoga,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.3,1713.49,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,IdeaPad 300-17ISK,17.3,1600x900,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Windows,10,3.0,659.0,2.3,AMD,Intel,1600,900,2.3,1000
Lenovo,Ideapad 700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Windows,10,2.3,977.0,2.3,Nvidia,Intel,1920,1080,2.3,1000
Micro-Star International,GT72VR Dominator,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78,2499.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.1,540.0,2.3,Intel,Intel,1366,768,2.3,500
HP,Probook 650,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.31,940.0,2.3,Intel,Intel,1920,1080,2.3,500
Lenovo,Yoga 900S-12ISK,12.5,IPS Panel Touchscreen 2560x1440,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Windows,10,0.99,1399.0,1.2,Intel,Intel,2560,1440,1.2,512
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1TB Hybrid,Windows,10,4.6,3240.0,2.7,Nvidia,Intel,1920,1080,2.7,512
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69,646.27,1.44,Intel,Intel,1920,1200,1.44,64
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.3,2049.0,2.7,Intel,Intel,3840,2160,2.7,512
Dell,Vostro 3568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,750.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,1.54,1030.99,2.3,Intel,Intel,1920,1080,2.3,500
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.9,1495.0,2.5,AMD,Intel,1920,1080,2.5,256
Lenovo,ThinkPad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,7,1.7,1199.0,2.3,Intel,Intel,1920,1080,2.3,1
HP,Chromebook 13,13.3,Quad HD+ 3200x1800,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.29,615.0,1.5,Intel,Intel,3200,1800,1.5,32
Acer,Aspire ES1-523,15.6,1366x768,AMD A8-Series 7410 2.2GHz,4,500GB HDD,Windows,10,2.4,387.0,2.2,AMD,AMD,1366,768,2.2,500
Dell,Inspiron 3552,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Linux,Version Unknown,2.2,393.49,1.6,Intel,Intel,1366,768,1.6,500
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,1.86,345.99,2.0,Intel,Intel,1366,768,2.0,1000
Asus,Rog GL702VM-GC354T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,2.7,1599.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 5370,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,1.4,818.35,1.6,AMD,Intel,1920,1080,1.6,256
HP,Elitebook 820,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,7,2.4,1599.0,2.3,Intel,Intel,1366,768,2.3,128
Acer,Aspire F5-573G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  1TB HDD,Windows,10,2.4,799.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.36,638.8,2.5,AMD,Intel,1920,1080,2.5,1000
Micro-Star International,GS70 Stealth,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,10,2.6,1599.0,2.6,Nvidia,Intel,1920,1080,2.6,256
HP,250 G5,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,1.96,500.0,1.6,Intel,Intel,1366,768,1.6,1000
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.3,2299.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,7,1.5,1135.15,2.3,Intel,Intel,1366,768,2.3,500
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128GB SSD,Windows,7,1.5,1166.97,2.3,Intel,Intel,1366,768,2.3,128
Acer,Chromebook 15,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB SSD,Chrome OS,Version Unknown,2.2,209.0,1.5,Intel,Intel,1366,768,1.5,16
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Windows,7,3.0,2899.0,2.6,AMD,Intel,1920,1080,2.6,1000
Lenovo,Legion Y520-15IKBN,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.4,1199.0,2.8,Nvidia,Intel,1920,1080,2.8,512
Dell,Latitude E5270,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.5,1413.1,2.3,Intel,Intel,1366,768,2.3,256
Micro-Star International,GE72 Apache,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.9,1511.19,2.6,Nvidia,Intel,1920,1080,2.6,128
