manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,Thinkpad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.4,1010.0,Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad 320s-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Windows,10,1.7,599.0,Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad T570,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,512GB SSD,Windows,10,2.3,2445.0,Nvidia,Intel,3840,2160,2.8
Lenovo,Thinkpad P51,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,512GB SSD,Windows,10,2.5,2449.0,Nvidia,Intel,1920,1080,2.9
Asus,Rog Strix,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8,256GB SSD +  1TB HDD,Windows,10,3.2,1695.0,AMD,AMD,1920,1080,3.2
HP,15-ra044nv (N3060/4GB/500GB/W10),15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Windows,10,2.1,347.0,Intel,Intel,1366,768,1.6
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Chrome OS,Version Unknown,1.1,2199.0,Intel,Intel,2400,1600,1.3
Lenovo,ThinkPad T470s,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,512GB SSD,Windows,10,1.32,2382.0,Intel,Intel,2560,1440,2.7
Asus,VivoBook Max,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Linux,Version Unknown,2.0,559.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15AST,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8,1TB HDD,Windows,10,2.8,519.0,AMD,AMD,1600,900,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Windows,10,2.2,749.0,AMD,Intel,1920,1080,1.6
Lenovo,ThinkPad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.36,1429.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15IAP,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Windows,10,2.2,349.0,Intel,Intel,1920,1080,1.1
HP,Omen 15-AX205na,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1099.0,Nvidia,Intel,1920,1080,2.8
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.64,1179.0,Nvidia,Intel,1920,1080,2.8
Acer,Aspire ES1-572,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Linux,Version Unknown,2.4,441.8,Intel,Intel,1366,768,2.5
Dell,Precision 3520,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8,64GB Flash Storage +  1TB HDD,Windows,10,2.23,1993.0,Nvidia,Intel,1920,1080,3.0
Micro-Star International,GV62 7RD-1686NL,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.2,1027.74,Nvidia,Intel,1920,1080,2.5
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Windows,10 S,1.25,2589.0,Intel,Intel,2256,1504,2.5
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.91,589.0,Intel,Intel,1366,768,2.5
Dell,Precision 3520,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD,Windows,10,2.17,1975.0,Nvidia,Intel,1920,1080,2.7
HP,ProBook 650,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Windows,10,2.31,1534.0,Intel,Intel,1920,1080,2.9
Lenovo,ThinkPad T470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.65,1345.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.36,979.0,AMD,Intel,1920,1080,1.8
Dell,Inspiron 3168,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Windows,10,1.47,479.0,Intel,Intel,1366,768,1.6
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Windows,10,4.42,2046.0,Nvidia,Intel,1920,1080,2.7
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Windows,10 S,1.252,989.0,Intel,Intel,2256,1504,2.2
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Windows,10 S,1.25,1799.0,Intel,Intel,2256,1504,2.5
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.5,639.9,Intel,Intel,1600,900,2.0
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.23,544.0,Nvidia,Intel,1920,1080,2.0
Acer,TravelMate B,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Windows,10,1.4,435.0,Intel,Intel,1366,768,1.6
Asus,Pro P2540UA-AB51,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.37,749.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 510s-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,No OS,Version Unknown,1.5,799.0,AMD,Intel,1920,1080,2.7
Lenovo,Thinkpad P51,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Windows,10,2.67,2090.0,Nvidia,Intel,1920,1080,2.9
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.0,304.0,Intel,Intel,1366,768,1.1
Acer,Aspire 5,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.2,469.0,Nvidia,Intel,1366,768,2.0
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,2TB HDD,Windows,10,2.02,759.0,AMD,Intel,1920,1080,1.6
HP,Omen 17-an006nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,3.78,1699.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T460s,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Windows,10,1.4,1858.0,Intel,Intel,2560,1440,2.6
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.29,1999.0,Intel,Intel,3840,2160,1.8
HP,ZBook 15u,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,1.9,1154.0,AMD,Intel,1920,1080,2.5
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Chrome OS,Version Unknown,1.1,1275.0,Intel,Intel,2400,1600,1.2
Dell,Latitude 7390,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.42,1841.85,Intel,Intel,1920,1080,1.6
Asus,ZenBook Pro,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Windows,10,2.06,1299.0,Intel,Intel,3840,2160,2.6
Dell,Latitude E5470,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Windows,10,1.79,740.0,Intel,Intel,1366,768,2.3
Dell,Precision M5520,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.78,2408.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1GB SSD,Windows,10,1.7,1364.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 3576,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,2.2,675.0,AMD,Intel,1920,1080,1.6
Toshiba,Portege X30-D-10J,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.05,1672.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 7570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,2.16,1262.0,Nvidia,Intel,1920,1080,1.8
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2.18,586.6,Intel,Intel,1366,768,2.4
HP,ProBook 430,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Windows,10,1.49,726.0,Intel,Intel,1920,1080,1.6
Chuwi,"Lapbook 15,6",15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Windows,10,1.89,248.9,Intel,Intel,1920,1080,1.44
Lenovo,ThinkPad E570,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.3,565.0,Intel,Intel,1366,768,2.0
Lenovo,ThinkPad E480,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.75,1049.0,Intel,Intel,1920,1080,1.6
Dell,Precision 3520,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Windows,10,2.17,2338.0,Nvidia,Intel,1920,1080,2.7
Dell,XPS 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.06,1899.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.36,1798.0,Intel,Intel,1920,1080,2.7
Asus,Zenbook UX390UA,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,0.91,1950.0,Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad E570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,1011.99,Nvidia,Intel,1920,1080,2.5
Toshiba,Portege X30-D-10L,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Windows,10,1.05,2799.0,Intel,Intel,1920,1080,2.7
Asus,VivoBook Pro,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,1.99,1350.0,Nvidia,Intel,1920,1080,2.8
Acer,Aspire 5,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,Windows,10,2.2,579.0,AMD,AMD,1366,768,2.5
Asus,Rog G752VL-UH71T,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Windows,10,4.33,1269.0,Nvidia,Intel,1920,1080,2.6
Lenovo,Thinkpad X260,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Windows,10,1.3,1099.0,Intel,Intel,1366,768,2.3
Lenovo,Ideapad 520-15IKBR,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.17,898.9,Intel,Intel,1920,1080,1.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Windows,10,1.48,1749.0,Intel,Intel,1920,1080,2.8
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Windows,10,1.4,949.0,Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad L570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,911.0,Intel,Intel,1920,1080,2.5
Asus,VivoBook E201NA,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Windows,10 S,1.2,340.0,Intel,Intel,1366,768,1.1
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.91,618.99,AMD,Intel,1366,768,2.5
Lenovo,Yoga 920-13IKB,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.4,1599.0,Intel,Intel,1920,1080,1.6
Lenovo,IdeaPad 320-14IAP,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Windows,10,2.1,299.0,Intel,Intel,1366,768,1.1
Lenovo,Chromebook N23,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Chrome OS,Version Unknown,1.25,265.0,Intel,Intel,1366,768,1.6
Lenovo,ThinkPad 13,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.44,949.0,Intel,Intel,1920,1080,2.5
Asus,ZenBook UX510UX-CN211T,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2.0,1224.0,Intel,Intel,1920,1080,2.7
Acer,Aspire A515-51G-59QF,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.2,613.0,Nvidia,Intel,1920,1080,1.6
HP,Envy 13-AB002nv,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.34,1323.0,Intel,Intel,1920,1080,2.7
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,No OS,Version Unknown,2.4,1149.0,Nvidia,Intel,1920,1080,2.8
Dell,XPS 13,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Windows,10,1.29,899.0,Intel,Intel,1920,1080,2.5
Acer,Aspire A515-51G,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Windows,10,2.2,639.0,Nvidia,Intel,1920,1080,2.7
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.18,836.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.2,1219.24,AMD,Intel,1920,1080,1.8
Xiaomi,Mi Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD,No OS,Version Unknown,1.95,1399.95,Nvidia,Intel,1920,1080,1.8
Asus,VivoBook E12,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Windows,10,1.1,245.0,Intel,Intel,1366,768,1.1
HP,15-bs190od (i5-8250U/4GB/1TB/W10),15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Windows,10,2.04,521.47,Intel,Intel,1366,768,1.6
Asus,ROG Zephyrus,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Windows,10,2.24,2968.0,Nvidia,Intel,1920,1080,2.8
HP,Probook 450,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.04,889.0,Nvidia,Intel,1920,1080,2.5
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.0,1504.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,3.2,1399.0,Nvidia,Intel,1920,1080,2.8
HP,Spectre X360,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.32,1399.0,Intel,Intel,1920,1080,2.7
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.64,1279.73,Intel,Intel,1920,1080,2.6
HP,ProBook 440,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.63,689.0,Intel,Intel,1366,768,2.0
Dell,Inspiron 5770,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Linux,Version Unknown,2.8,889.0,AMD,Intel,1920,1080,1.6
Lenovo,ThinkPad L470,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,2.02,1340.0,Intel,Intel,1920,1080,2.3
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Windows,10,2.2,799.0,Nvidia,Intel,1920,1080,2.7
Lenovo,IdeaPad 320-15ISK,15.6,1366x768,Intel Core i3 6006U 2GHz,8,2TB HDD,No OS,Version Unknown,2.2,459.0,Nvidia,Intel,1366,768,2.0
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.3,585.0,AMD,Intel,1920,1080,2.5
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Windows,10,1.9,1377.0,Intel,Intel,1920,1080,2.8
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,4.42,3012.77,Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,2.0,860.0,Intel,Intel,1920,1080,2.5
Asus,Zenbook UX510UW-FI095T,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2.0,1299.0,Nvidia,Intel,3840,2160,2.7
Mediacom,SmartBook Edge,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Windows,10,1.2,369.0,Intel,Intel,1920,1080,1.1
Asus,ROG Strix,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3,1649.0,Nvidia,Intel,1920,1080,2.5
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10,1.93,1369.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.2,797.41,AMD,Intel,1920,1080,1.6
HP,250 G6,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Windows,10,1.86,398.99,Intel,Intel,1920,1080,1.6
HP,Omen 15-ce006nv,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Windows,10,2.62,1799.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad E470,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.87,859.0,Nvidia,Intel,1920,1080,2.7
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.2,1399.0,Intel,Intel,3200,1800,1.8
Dell,Vostro 5468,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.6,735.87,Intel,Intel,1920,1080,2.0
HP,Envy 13-AB020nr,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.34,1145.0,Intel,Intel,3200,1800,2.7
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.4,798.0,Nvidia,Intel,1920,1080,2.5
Asus,VivoBook X540YA-XX519T,15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,2.0,349.0,AMD,AMD,1366,768,1.8
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,2.1,705.5,Intel,Intel,1920,1080,2.4
Lenovo,ThinkPad E470,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.87,785.0,Intel,Intel,1920,1080,2.5
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1TB HDD,No OS,Version Unknown,2.15,462.35,Intel,Intel,1920,1080,2.3
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.86,397.0,Intel,Intel,1920,1080,2.0
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.99,1729.0,Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,2.2,499.0,Intel,Intel,1920,1080,2.0
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.9,1116.99,Intel,Intel,1920,1080,2.5
Dell,Alienware 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42,2699.0,Nvidia,Intel,1920,1080,2.8
HP,17-X047na (i3-6006U/8GB/1TB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Windows,10,2.65,544.15,Intel,Intel,1600,900,2.0
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.63,1280.0,Nvidia,Intel,1920,1080,2.7
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Linux,Version Unknown,2.0,224.0,Intel,Intel,1366,768,1.1
Mediacom,SmartBook 130,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35,255.0,Intel,Intel,1920,1080,1.44
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Windows,10,2.8,949.0,Nvidia,Intel,1600,900,2.7
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,Windows,10,1.91,568.9,AMD,AMD,1920,1080,2.5
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.18,617.9,AMD,Intel,1366,768,2.0
Acer,Spin SP111-31,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Windows,10,1.25,349.0,Intel,Intel,1920,1080,2.0
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Windows,10,2.05,630.0,Intel,Intel,1920,1080,2.7
HP,EliteBook 1030,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Windows,10,1.16,1965.0,Intel,Intel,3200,1800,1.2
Lenovo,Thinkpad P71,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,3.4,2999.0,Nvidia,Intel,1920,1080,2.8
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,839.0,Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Windows,10,1.21,1599.0,Intel,Intel,3840,2160,1.6
Dell,Latitude 5580,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Windows,10,1.93,959.0,Intel,Intel,1366,768,2.6
Fujitsu,Lifebook A557,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.2,739.0,Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 320-15IAP,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Windows,10,2.2,344.0,Intel,Intel,1920,1080,1.1
Lenovo,ThinkPad L470,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.02,990.0,Intel,Intel,1366,768,2.5
HP,ZBook 17,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Windows,10,3.14,1860.99,Nvidia,Intel,1600,900,2.8
HP,14-am079na (N3710/8GB/2TB/W10),14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Windows,10,1.94,389.0,Intel,Intel,1366,768,1.6
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256GB SSD,Windows,10,1.95,649.0,AMD,AMD,1920,1080,3.0
Lenovo,Thinkpad E570,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.3,830.0,Intel,Intel,1920,1080,2.5
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Windows,10,2.05,685.0,Intel,Intel,1920,1080,1.6
Mediacom,SmartBook 141,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Windows,10,1.4,249.0,Intel,Intel,1920,1080,1.44
