organization_id,name,website,country,description,founded,industry,number_of_employees
FFDB822C7597C10,Morrow-Lawson,http://www.mann.net/,Antigua and Barbuda,Team-oriented empowering Graphical User Interface,2009,Food / Beverages,3925
9f6Bcacc16617a5,Conner-Murphy,https://www.riddle-allen.info/,Nicaragua,Synchronized scalable monitoring,2021,Shipbuilding,3921
77B0feBad6C4574,Oliver-Walter,https://bailey-hull.com/,Panama,Enterprise-wide fault-tolerant encoding,1995,Information Services,3910
778FB7e29D989a6,"Harvey, Pennington and Richard",http://lara.com/,Hungary,User-centric methodical groupware,2016,Computer Hardware,3894
fF4cDcD04BC0Da8,Newton LLC,https://www.sloan.info/,Belarus,Intuitive dynamic Local Area Network,1997,Mental Health Care,3886
2402eCd89B5E16D,"Velazquez, Brewer and Mahoney",http://www.mack-doyle.com/,Haiti,Synergistic upward-trending installation,2004,Performing Arts,3884
db0ECF7Ddcc3a7a,Alexander PLC,http://www.barker.biz/,Barbados,Expanded multi-state flexibility,1999,Financial Services,3866
a83B7d8ed965d17,"Rocha, Henson and Gutierrez",http://mendoza.com/,Germany,Inverse human-resource groupware,1986,Library,3842
9F63C73BE6A39E9,Michael and Sons,https://brennan-molina.com/,Austria,Multi-tiered 3rdgeneration system engine,1988,Museums / Institutions,3837
6D359E1183d3849,Raymond-Rivers,https://avery.net/,Nicaragua,Public-key needs-based middleware,1995,Plastics,3836
de5Fc71DE825bFc,Olson-Solomon,https://koch.com/,Cocos (Keeling) Islands,Virtual responsive moderator,2013,Investment Banking / Venture,3825
D8eAE5C3a1F27Ef,"Wilkerson, Luna and Brewer",http://oneal.biz/,Cyprus,Seamless 3rdgeneration open architecture,2009,Railroad Manufacture,3822
B25FFE2fdBC55d1,Sampson-Copeland,https://west.com/,Bouvet Island (Bouvetoya),Networked leadingedge concept,2015,Marketing / Advertising / Sales,3811
dDba684d69764EB,Conley Group,http://santana.com/,British Indian Ocean Territory (Chagos Archipelago),Balanced coherent contingency,2013,Events Services,3806
90BBF5C6D616DBF,Harvey-Horton,http://www.mejia.net/,Austria,Grass-roots secondary conglomeration,2007,Pharmaceuticals,3787
57A23e8bcf9d340,Larson and Sons,http://www.braun.com/,Jersey,Pre-emptive disintermediate flexibility,1970,Real Estate / Mortgage,3786
D457875b76D0AD8,"Espinoza, Stephens and Spencer",http://www.hardy.com/,Central African Republic,Persistent bottom-line solution,2002,Glass / Ceramics / Concrete,3784
a376A6d71F1c36C,Mills-Humphrey,https://www.barker.info/,Brazil,Inverse optimizing architecture,2017,Luxury Goods / Jewelry,3778
Ae0e362b3A36abC,"Reynolds, Hays and Hampton",http://www.graves.com/,Niger,Exclusive disintermediate benchmark,2014,Semiconductors,3752
1efcc32edE60fca,Rios-Walsh,http://www.hays-berry.com/,Thailand,Reactive attitude-oriented adapter,1973,Renewables / Environment,3747
D2Ec908Ab8c0c38,Good-Macias,http://lawrence.org/,Nigeria,Multi-layered bandwidth-monitored hierarchy,2014,Dairy,3744
87DfB4DddDdC345,"Hardin, Walsh and Arias",http://www.middleton.biz/,Thailand,Inverse methodical solution,1980,Graphic Design / Web Design,3738
073cF1eFaADA57a,Gardner Ltd,https://barnes-reynolds.com/,Bahrain,Enterprise-wide asymmetric customer loyalty,1970,Religious Institutions,3702
bcA617ba0dAf547,"Alvarez, Mendoza and Trujillo",https://www.hebert-day.com/,United States Minor Outlying Islands,Innovative multimedia time-frame,1973,Packaging / Containers,3699
8a9190A50adf241,"Riddle, Leach and Gould",http://brown.biz/,Afghanistan,Programmable holistic collaboration,1991,Ranching,3695
CA33A2179c10DAA,Ford PLC,https://butler.com/,Lithuania,Operative real-time throughput,1989,Think Tanks,3691
fFc3F01B082eDdB,"Crosby, Villa and Rich",https://bauer-vang.net/,United States Minor Outlying Islands,Synergized cohesive forecast,2004,Renewables / Environment,3686
83aEb458CdfADAd,Mccann-Huang,https://proctor-jenkins.com/,Uganda,Monitored 24/7 time-frame,1986,Military Industry,3652
6D6FfdeD2ca1FE8,Caldwell-Burns,https://shepherd-wilkins.com/,Sierra Leone,Mandatory even-keeled support,1988,Government Relations,3651
3DdeB6ddCFC4f51,Mccullough and Sons,http://www.chase.com/,Cook Islands,Team-oriented empowering knowledgebase,1985,Publishing Industry,3634
C6eB96aCC73BAa0,Bradshaw-Orozco,http://stewart.com/,Burundi,Focused multi-state matrices,1973,Information Technology / IT,3619
8E5a824ceBDfc5e,Estrada-Leon,http://cannon.com/,Somalia,Profit-focused explicit projection,1973,Aviation / Aerospace,3615
be58dba10FE0F9f,Pittman-Buchanan,http://www.hardy.com/,United States of America,Organic motivating complexity,1988,Farming,3610
2bEBfED593D58cC,Horton Inc,https://hartman-poole.com/,Serbia,Reduced optimizing hub,2006,Food / Beverages,3599
3cc7dd7c3bB57c9,Ponce-Charles,http://joyce-walter.com/,Western Sahara,Seamless leadingedge focus group,1987,Government Relations,3598
b9Be4Fc8E2579F8,Sexton Ltd,https://dunn.com/,Tajikistan,Up-sized leadingedge info-mediaries,1984,Environmental Services,3590
EF80e90DB608daF,"Mckee, Lewis and Hays",http://stanton-ramsey.com/,French Guiana,Compatible fault-tolerant core,2010,Airlines / Aviation,3583
c3Cac3Fd9C5384e,Rhodes Ltd,https://lowe.com/,Tonga,Down-sized full-range protocol,2006,Health / Fitness,3565
7aFb4a27BF2fcF7,Chen PLC,https://vang-faulkner.org/,Germany,Re-contextualized needs-based monitoring,2006,Environmental Services,3547
B73E7caC4Fae8fe,Young Inc,https://stout-schwartz.com/,Costa Rica,Automated logistical migration,2001,Computer Networking,3541
E8920CaBc59fb1e,Robles-Hubbard,http://santos.com/,Micronesia,Stand-alone client-server matrix,2021,Executive Office,3536
c36DC0a889fffC8,"Conner, Ferguson and Baxter",http://www.frank.com/,Tuvalu,User-centric user-facing migration,2016,Biotechnology / Greentech,3528
fcDBf9Ac5F68EAa,Sanford LLC,http://ramirez.biz/,American Samoa,Robust homogeneous support,1980,Computer Hardware,3512
C9dBFbFffFeF44C,Lee-Marks,http://www.york-stuart.biz/,Costa Rica,Vision-oriented object-oriented info-mediaries,1985,Marketing / Advertising / Sales,3511
6774DC1dB00BD11,"Farmer, Edwards and Andrade",http://wolfe-boyd.com/,Norfolk Island,Virtual leadingedge benchmark,2003,Mental Health Care,3503
139AB569bdfCE4F,"Elliott, Hood and Estrada",https://www.harmon-bowers.com/,Ethiopia,Persistent even-keeled workforce,2014,Automotive,3493
734Ae2A83a2C3DC,Sherman-Sutton,https://www.wu.biz/,Kiribati,Ergonomic executive functionalities,1972,Electrical / Electronic Manufacturing,3488
7b246DE0ba52435,"Moyer, Miranda and Fleming",http://finley.com/,Sierra Leone,Reverse-engineered asynchronous open architecture,2019,Staffing / Recruiting,3482
bf6B5adDFD2cDf3,"Freeman, Cooke and Wright",http://collier.info/,Saint Pierre and Miquelon,Multi-lateral systematic projection,1997,Judiciary,3480
9Dd10a3ccB2B1Bd,Gamble-Hill,https://www.chaney-eaton.com/,Brunei Darussalam,Extended zero administration database,1993,Computer / Network Security,3468
1f50128dFdaBD51,"Patterson, Reid and Randolph",http://joseph.com/,Saint Helena,Synchronized mission-critical archive,2018,Internet,3434
a483cd7F7b486b4,Davis-Mclean,http://www.cherry.info/,Ethiopia,Ergonomic systemic hardware,1995,Security / Investigations,3427
B061d4651eDB294,Simmons Group,http://www.oliver.net/,Sweden,Diverse zero-defect attitude,1985,Entertainment / Movie Production,3416
b9DbF9f1f3eb9b5,Norris Ltd,https://www.collins.info/,Rwanda,Cloned cohesive protocol,2006,Glass / Ceramics / Concrete,3416
51D98A4d3dbc733,"Russo, Berger and Hopkins",http://casey-archer.com/,Micronesia,Synergistic cohesive parallelism,2011,Insurance,3415
78fCB64Cb9a9c40,"Choi, Daniels and Gay",https://www.haynes.com/,Holy See (Vatican City State),Persistent cohesive architecture,2004,Food / Beverages,3410
53bB589Efdb6118,George-Hamilton,http://perry.com/,Gambia,Open-architected motivating flexibility,1980,Medical Equipment,3399
3cd16e50ac72572,Blackwell-Carson,https://www.wilkins.com/,Japan,Switchable zero tolerance methodology,1974,Oil / Energy / Solar / Greentech,3389
5e75d5Cd8BeB4DA,Norman-Ford,http://maxwell.info/,Ethiopia,Secured didactic application,2018,Financial Services,3382
9A7CDebe1207c72,"Tapia, Bush and Brandt",https://vance-mcknight.com/,Liberia,Assimilated human-resource success,1976,Banking / Mortgage,3378
fA6b111Df7ad1B1,"Avery, Owens and Suarez",http://compton.com/,Mongolia,Quality-focused 4thgeneration time-frame,2006,Commercial Real Estate,3366
ac205Ff97dE5F0d,Rosales-Armstrong,https://rollins-young.com/,Mexico,Customizable methodical function,2019,Building Materials,3362
ff2afd431a4389f,"Coffey, Ali and Glover",http://www.davis-fuller.com/,Niger,Exclusive reciprocal strategy,2002,Legal Services,3362
Ee1ceD4ADDcb30b,"Mcguire, Ritter and Warren",http://ward.com/,Tunisia,Business-focused well-modulated initiative,2006,Events Services,3329
854fEBD0bbaCfE4,Williams Group,http://richardson.org/,Micronesia,Intuitive optimal methodology,1975,Consumer Goods,3327
2Ecb7041DC2ADf1,"Leon, Kaufman and Richmond",https://www.madden.com/,American Samoa,Quality-focused motivating process improvement,1983,Printing,3321
4DeD9e3fF968e7C,Guerrero Group,https://morse.com/,Azerbaijan,Down-sized disintermediate core,2014,Civil Engineering,3313
c5a29a5D184A255,Hurley-Marquez,http://www.nicholson.com/,Sudan,Versatile modular Local Area Network,2017,Telecommunications,3313
1AEe77Abf8647f4,Castro-Mercer,http://merritt.com/,Jersey,Synergistic global leverage,1974,Industrial Automation,3308
BBFAFdac894727a,Kennedy and Sons,http://webb.com/,Peru,Re-engineered modular emulation,1994,Food Production,3296
ce8fEAC6b8C8e44,"Simpson, Macdonald and Key",http://www.george.net/,Jordan,Exclusive demand-driven moratorium,1998,Import / Export,3289
b652ddF7A4E3DDc,Fisher-Golden,http://www.cuevas-warner.info/,Myanmar,Quality-focused intangible matrix,2003,Medical Practice,3274
F3dA775Bab0f1f7,Wise-Valenzuela,http://allen.com/,Guadeloupe,Quality-focused cohesive website,1991,Chemicals,3269
CEfce1cac0ABcbE,"Chang, Solis and Beasley",https://www.moon-sherman.com/,Liechtenstein,Secured hybrid orchestration,2011,Staffing / Recruiting,3267
4c3ac124ddEDBDC,"Bentley, Blake and Mclean",http://www.wells.com/,Libyan Arab Jamahiriya,Managed dynamic hub,1971,Chemicals,3254
Ec0E323aCd42b6e,Miles Inc,https://douglas.info/,Angola,Visionary scalable time-frame,1999,Dairy,3250
f58be3967e3FA62,Palmer-Stokes,https://nelson.com/,Denmark,Devolved neutral approach,2016,Civic / Social Organization,3242
c7E8Caa3fe0ea9C,Wilson-Garrett,https://benjamin.com/,Denmark,Advanced bifurcated database,1975,Photography,3238
9e8BDfEF88aa4e9,"Barajas, Hunt and Frye",http://www.richard.com/,Denmark,Versatile logistical monitoring,1980,Philanthropy,3233
9Ff8af1dCacbBBc,Donaldson-Romero,http://anthony.info/,Turkmenistan,Advanced mission-critical capacity,2002,Library,3232
924FC506bd20747,Perez Inc,http://barry.org/,Haiti,Enterprise-wide bandwidth-monitored workforce,2020,Paper / Forest Products,3215
232421dDBa377D2,"English, Oneal and Savage",https://www.parker.net/,Nicaragua,Multi-layered actuating toolset,1989,Dairy,3209
8fAb31Bb8ff1cAb,Key Inc,https://cross.com/,United States Virgin Islands,Multi-layered tertiary interface,1974,Alternative Dispute Resolution,3195
0eE2Bc3C819DB3B,"Kim, Santana and Coleman",http://www.fischer.com/,Libyan Arab Jamahiriya,Switchable bifurcated hub,2007,Arts / Crafts,3192
47344A0D7deD6A5,Byrd Inc,https://massey-holder.com/,Jordan,Mandatory multi-state circuit,2016,Computer Games,3182
477cdCcC1e02aAD,Vargas Ltd,https://www.blair-stout.com/,Dominica,Universal next generation adapter,1989,Human Resources / HR,3162
136dd17EbFae94F,Hopkins-Wood,https://ayers.net/,Croatia,De-engineered reciprocal customer loyalty,1987,Pharmaceuticals,3160
736e0C8368E8f3D,Vazquez LLC,http://berg.net/,Faroe Islands,De-engineered system-worthy secured line,1979,Oil / Energy / Solar / Greentech,3136
c48FebCF2558deC,"David, Whitaker and Sweeney",http://www.roach-conner.com/,Lao People's Democratic Republic,Compatible fresh-thinking framework,1972,Law Enforcement,3123
54FA48043aaaCD4,Jacobs-Sawyer,https://romero-gould.com/,Cape Verde,Phased system-worthy website,1993,Maritime,3118
D9A26D0e83CbBCe,Bradshaw-Navarro,http://roberts.com/,Latvia,Polarized disintermediate methodology,2003,Management Consulting,3113
f73B358BF010f7F,Cross PLC,https://www.compton.com/,Brazil,Adaptive leadingedge website,1976,Government Relations,3101
496Ed1C0E85d7F5,Pollard and Sons,https://ritter.biz/,Gambia,Multi-channeled holistic Internet solution,1979,Insurance,3098
7dc8C8Cd1fF23Fe,Briggs-Delacruz,https://www.burnett-sparks.com/,Georgia,Reverse-engineered bottom-line customer loyalty,2006,Glass / Ceramics / Concrete,3098
aa9C30fcadCD2e3,Conley PLC,http://www.clements-eaton.biz/,Lithuania,Business-focused human-resource ability,1970,Internet,3095
97bfC3C2f851B8B,"Byrd, Pace and Robles",https://johnson-serrano.com/,Belgium,Persevering executive protocol,1974,Research Industry,3081
190F3Ec896BBA5f,Bryan Group,https://www.patel-bush.com/,New Zealand,Sharable global orchestration,2021,Banking / Mortgage,3079
6426a5886e94bcd,Grimes PLC,http://www.manning.com/,Korea,Universal interactive standardization,2005,Civil Engineering,3070
b419bFbDf7cEb25,Cooke-Mcgee,http://www.woodard-beck.net/,Germany,Polarized high-level service-desk,2014,Music,3064
d509f38bBE7cebd,Gibbs and Sons,http://www.vang.com/,Saint Martin,Innovative 24hour frame,2014,Arts / Crafts,3052
BeD4cE44B1e9ab6,"Conway, Case and Rowland",https://www.livingston.com/,Vanuatu,Customizable bi-directional conglomeration,1983,Investment Banking / Venture,3026
6EADf7EDff2354B,Lawrence-Vaughan,https://benton-manning.net/,Slovenia,Exclusive incremental process improvement,1998,Ranching,2999
a832Ebc6811Df1A,Ward-Cox,http://medina.com/,Barbados,Diverse mobile portal,2009,Facilities Services,2996
02c7Ad4B6D0a2DE,"Harrison, Banks and Bradford",https://simon.net/,Liechtenstein,Progressive explicit budgetary management,1976,Events Services,2991
06fAe819ccE7D30,Beard PLC,http://evans-herman.org/,France,Multi-layered clear-thinking paradigm,1974,Facilities Services,2987
eb4bF3473a5AfB6,Herring-Kline,https://www.gross.com/,Solomon Islands,Compatible hybrid functionalities,2006,Consumer Services,2983
C9AC8bb4B2F448F,Fisher PLC,http://weber.biz/,Monaco,Networked multi-tasking forecast,2007,Research Industry,2983
8Dddb95Ec0BdfF3,Beltran Ltd,http://www.ray-proctor.net/,Uzbekistan,Digitized 4thgeneration encryption,2016,Media Production,2952
ad19ebCB2BB7eE5,House-Perry,http://www.hogan.com/,Maldives,Vision-oriented 6thgeneration leverage,1977,Arts / Crafts,2938
ec1dDbcbd1c649F,"Chung, Patel and Moore",https://whitney-andrade.com/,Ecuador,Grass-roots scalable circuit,2008,Primary / Secondary Education,2928
8e07E6bABe4dAd5,"Kelley, Nash and Burns",http://elliott.com/,Saint Helena,Diverse 24hour hub,2002,Printing,2913
4C9B19Ed3ddAb6f,"Gray, Khan and Poole",http://buchanan.com/,Saint Kitts and Nevis,Virtual leadingedge knowledge user,2007,Financial Services,2913
680DCa425Fdbb9b,Howe Group,https://www.foster.net/,Lesotho,Proactive homogeneous project,1987,Newspapers / Journalism,2895
83fB0Faf1F3421D,"Rubio, Mcintosh and Lewis",https://norton.biz/,Guernsey,Seamless context-sensitive Graphic Interface,2009,Ranching,2882
27Eab75cE19c101,"Castro, Moses and Wolfe",https://lowery.com/,Antarctica (the territory South of 60 deg S),Customizable 24hour software,1997,Veterinary,2878
Cc06c8c9ac5d4DB,"Dunlap, Moss and Dixon",http://harding.com/,Estonia,Optional disintermediate frame,1976,Information Services,2874
Ef7e820BC9f7e49,Mcdowell-Dawson,http://www.townsend-farrell.com/,Chad,Front-line multimedia Internet solution,1976,Sporting Goods,2861
f6CEfe6cBEaF3A2,"Graves, Hogan and Bryan",https://www.sanders-obrien.info/,Puerto Rico,Seamless asynchronous data-warehouse,1982,Dairy,2856
CD437b1b90e7D3C,Roach-Oneal,https://frederick.com/,Montenegro,Vision-oriented user-facing website,2008,Apparel / Fashion,2854
4fe8c3aAfEA8d46,"Hart, Kent and Hurley",https://www.beasley.com/,Timor-Leste,Upgradable holistic methodology,2010,Media Production,2836
880f187ba4FEAEC,Valentine and Sons,https://conner.net/,Swaziland,Streamlined 5thgeneration hardware,1986,Legislative Office,2835
ceAb4db1CaD0ADf,Sharp and Sons,https://www.collier.com/,China,Organic neutral infrastructure,2010,Investment Management / Hedge Fund / Private Equity,2828
DAA6D3E06EaDa02,"Mata, Benjamin and Sanchez",http://www.harris.com/,Western Sahara,Total responsive adapter,1986,Business Supplies / Equipment,2814
A84Ee68CaB3A6d3,"Higgins, Stout and Page",https://graves-lewis.com/,South Africa,Configurable impactful superstructure,1997,Music,2806
FAACec3019Bf7F5,Jacobs-Kline,https://www.smith-hardin.org/,Bhutan,Inverse 6thgeneration pricing structure,1988,Sporting Goods,2788
6De050494D4602b,"Mathis, Salazar and Ramsey",https://www.wiley-maynard.org/,Indonesia,Optimized homogeneous algorithm,1995,Dairy,2781
Cb54d184eb3677f,Esparza LLC,https://lozano.com/,Cook Islands,Team-oriented transitional utilization,1994,Telecommunications,2776
Ef65aeBCdfBc7f2,"Cameron, Osborn and Pollard",http://www.frazier.info/,French Polynesia,Compatible zero tolerance hierarchy,2018,Mechanical or Industrial Engineering,2775
116B5cD4eE1fAAc,"Bass, Hester and Mcclain",https://meza-smith.com/,Uzbekistan,Multi-tiered system-worthy hub,1994,Computer Hardware,2762
eec9cEbD4CdFD4E,Lam Group,http://koch.org/,Kazakhstan,Configurable 4thgeneration archive,2006,Broadcast Media,2760
a25cf29D5a04761,Larson LLC,https://buck.biz/,Lithuania,Synchronized global paradigm,2011,Animation,2759
fa302496C8b81dE,Salazar Ltd,https://www.horton-clarke.com/,Cuba,Robust solution-oriented frame,1999,Information Services,2730
D1ee04A587a0B6F,Mann-Mason,http://bender.com/,Faroe Islands,Multi-layered logistical access,2001,Business Supplies / Equipment,2726
28BF321Ddd65aF7,Harrell LLC,https://villegas.info/,Puerto Rico,Up-sized upward-trending standardization,2011,Motion Pictures / Film,2726
73fAc61EFec51Cd,"Bass, Mcintosh and Harrison",http://lucero-bruce.com/,Jordan,Open-source directional conglomeration,1983,Insurance,2712
0c6D831e8DceCfE,"Sparks, Decker and Powell",https://www.howe.net/,Israel,Down-sized content-based info-mediaries,1977,Marketing / Advertising / Sales,2709
a8954a402A90E7f,"Norman, Christian and Johnston",https://www.dorsey.org/,Kyrgyz Republic,Pre-emptive didactic firmware,2000,Graphic Design / Web Design,2685
c3C4eaDedDCaacb,Pitts Ltd,https://www.patrick-townsend.com/,Georgia,Adaptive system-worthy knowledgebase,1989,Public Relations / PR,2674
7FDEEff01a742DE,Salas and Sons,http://patrick.com/,Iran,Visionary scalable parallelism,1991,Food Production,2668
69DCF87B76e8d91,Coffey-Hooper,http://mendoza-burnett.com/,Eritrea,Phased heuristic strategy,2007,Pharmaceuticals,2660
a45e805Db7fEEE1,Hinton Inc,https://www.hurst.info/,Iran,Inverse well-modulated leverage,2003,Retail Industry,2658
cA8DFA738576eAD,Page-Estrada,http://www.berg.com/,Thailand,Horizontal zero tolerance groupware,2003,Apparel / Fashion,2633
fb9ca60B6CEF6da,Barrett Inc,https://www.dalton.com/,Greece,Up-sized optimizing process improvement,2015,Furniture,2624
dDdBDDfcFF9f56F,Mcknight Group,https://hess-mcfarland.com/,Guam,Optimized impactful productivity,1980,Performing Arts,2616
bf25c5b234e77B3,"Carey, Moss and Bolton",https://pena-krueger.com/,Timor-Leste,De-engineered human-resource utilization,2020,Graphic Design / Web Design,2613
9eF87fe5F8d0A16,"Hoffman, Castillo and Oneal",http://donaldson.com/,Namibia,Sharable foreground moderator,1985,Research Industry,2609
eB1f0A485FF5c50,"Oliver, Flores and Pena",https://www.merritt.com/,Austria,Triple-buffered local contingency,1994,Medical Equipment,2587
9Addc5Cf1F594a3,"Mason, Young and Evans",https://orr-duarte.com/,Poland,Managed reciprocal infrastructure,1980,International Trade / Development,2586
E4aB704c16528fb,"Stevens, Nguyen and Williams",https://roth.info/,Turkey,Diverse intermediate superstructure,1996,Telecommunications,2567
E0eC4e5DfFb76fc,Warner LLC,https://www.villarreal-chen.org/,Malawi,Ergonomic executive flexibility,1987,Glass / Ceramics / Concrete,2567
fec091eAcCA3Def,Henderson Group,https://www.krause-mcfarland.com/,Myanmar,Function-based global secured line,1992,Think Tanks,2553
99c991d513A6EFB,Thomas PLC,http://www.potter.net/,Maldives,Right-sized national projection,1972,Telecommunications,2548
68Aa8DdF26E3acA,Willis-Skinner,https://www.mcclain.net/,Belize,Automated bifurcated interface,2014,Religious Institutions,2540
8134a275F3fD175,Olson-Curtis,https://ayers.net/,Slovenia,Triple-buffered object-oriented challenge,1998,Individual / Family Services,2529
f7441E4ACC9b9CA,"Hayes, Saunders and Richards",https://www.morris.biz/,Portugal,Customer-focused radical solution,2021,Medical Practice,2526
f03861dC4857c02,"Frost, Hebert and Rojas",https://harrell.info/,Sao Tome and Principe,Proactive bottom-line initiative,2008,Plastics,2521
1F91dFC7BBeF29E,Hamilton LLC,http://www.stokes.com/,Germany,Organized bi-directional algorithm,2016,Mental Health Care,2495
431E9ADdC53fFAA,"Cole, Wu and Cameron",https://pena.net/,Yemen,Balanced systemic toolset,1992,Environmental Services,2491
20BE40d7d2FBbff,Waller-Baker,https://www.valentine.net/,Saint Helena,Advanced tertiary architecture,2017,Printing,2468
FbC70F10EAF8139,"Willis, Davenport and Mueller",http://www.burgess.com/,Philippines,Focused asymmetric productivity,2002,Chemicals,2443
aEA01BCfC2356ea,Baker-Sexton,https://www.sheppard.com/,Portugal,Cross-platform tertiary neural-net,2007,Commercial Real Estate,2441
70054Ee57D058B3,"Adkins, Sloan and Burton",http://crawford.com/,Montenegro,Configurable human-resource encoding,1999,Computer / Network Security,2431
C8684B5670817Dc,Foster-Knapp,http://www.wolfe.com/,Uganda,Optimized foreground middleware,2010,Cosmetics,2413
c17dD0331Dc1cFC,"Watkins, Russo and Henry",https://www.coffey.biz/,Turkmenistan,Seamless dedicated application,2015,Real Estate / Mortgage,2401
65Fe3122Fa4EFc6,Alvarado Ltd,https://www.haas-craig.com/,Papua New Guinea,Compatible foreground process improvement,2003,Graphic Design / Web Design,2386
F932fE8fc8bdBB5,Acosta LLC,http://macias.com/,Egypt,Synergized mission-critical alliance,1987,Maritime,2378
90ACD16eC3fFE95,Lynch Ltd,http://robertson.com/,Northern Mariana Islands,Adaptive transitional intranet,1983,Outsourcing / Offshoring,2369
4fEfE84ab8d7CA2,Grant LLC,http://bass-ellison.info/,Ireland,Synchronized dedicated implementation,2012,Warehousing,2368
12a9BcA2E517Fb3,Lin-Weiss,https://www.coleman-lam.net/,Luxembourg,Fully-configurable web-enabled encryption,1976,Cosmetics,2363
177D0EdE36a085F,Lara-Andrews,http://www.hood-holt.com/,United Arab Emirates,Assimilated heuristic initiative,1978,Fundraising,2354
E3f8eFc10AD96E9,Robbins-Contreras,https://boyer-nicholson.com/,Lao People's Democratic Republic,Profound optimizing instruction set,1998,Investment Banking / Venture,2330
5FBF974EC5AaDd4,"Rios, Floyd and Diaz",http://www.davis.org/,South Georgia and the South Sandwich Islands,Exclusive object-oriented firmware,1975,Farming,2319
B3eA88cB559EDd6,Mckay Group,http://baird.biz/,Indonesia,Phased empowering benchmark,2021,Consumer Electronics,2304
ACdff0Ed4a87223,"Matthews, Gilbert and Richardson",https://www.lambert.biz/,United Kingdom,Secured analyzing data-warehouse,1981,Graphic Design / Web Design,2273
C44A5CdF9c829e3,Landry Group,http://www.morse.net/,Burkina Faso,Multi-layered analyzing attitude,2019,Chemicals,2273
F1d5c69DFb934Fb,Herring-Blake,http://collier.net/,Falkland Islands (Malvinas),Seamless motivating knowledge user,2002,Internet,2268
4359C6b7533Ebf9,Trujillo-Copeland,https://www.brennan.com/,Taiwan,Diverse responsive implementation,2009,Shipbuilding,2258
82DeF5c9D6f513d,Carson-Salas,http://www.mullins.com/,Iceland,Virtual grid-enabled Internet solution,2021,Furniture,2253
F9F00C309Cce4eB,Christian-Lynch,https://melendez-pearson.info/,Nicaragua,Enhanced fault-tolerant superstructure,1989,Wholesale,2252
C494aBe0CDB9c70,Gonzales Inc,http://lara.org/,Angola,Enterprise-wide attitude-oriented conglomeration,2019,Capital Markets / Hedge Fund / Private Equity,2252
994AAd9baA0bef3,Guzman LLC,https://walter-stevens.net/,Chad,Configurable regional focus group,1973,Banking / Mortgage,2251
70EECEEE7D6fAEc,Byrd Inc,https://dunlap.biz/,Cocos (Keeling) Islands,Sharable discrete frame,2016,Events Services,2240
1d1a0fBb82A912B,Avila-Nelson,http://quinn-hammond.com/,Lesotho,Implemented empowering solution,2012,Cosmetics,2235
fe77Df31b8681a9,"Nichols, Dawson and Holloway",http://cochran-obrien.info/,Uruguay,Phased heuristic Graphic Interface,2009,Venture Capital / VC,2198
7cF53a7abbA2CA1,"Carter, Hodge and Franco",http://www.richards-bishop.biz/,Christmas Island,Quality-focused 5thgeneration portal,2019,Maritime,2191
33f55BF31E1fD3B,Curry Group,https://www.kaufman.com/,Monaco,Managed directional paradigm,1978,Paper / Forest Products,2190
4da9eadf56d81a4,Cunningham and Sons,http://www.estes.com/,Turks and Caicos Islands,Organic user-facing methodology,1991,Import / Export,2190
FD9c7aFfa4Ce44d,Lara Inc,https://curtis.net/,Slovenia,Universal maximized leverage,2001,Motion Pictures / Film,2186
E35517078fc19db,Kline-Sampson,https://dillon.com/,Guam,Realigned real-time success,1973,Arts / Crafts,2185
Cc45CcF52feC2FE,Bowen Group,http://www.torres.biz/,Ecuador,Versatile motivating encoding,1980,Market Research,2179
45EA8CA6e8ef04f,Pena Inc,https://www.osborne.com/,Poland,Customizable homogeneous contingency,1990,International Affairs,2178
2f417d8EDbecdDA,Copeland-Hobbs,http://davila.org/,Portugal,Enterprise-wide heuristic Graphical User Interface,1991,Computer / Network Security,2174
F9799bdF7EbbD2f,"Mayer, Rios and Dunn",https://jacobson-bowman.org/,Tonga,Centralized exuding pricing structure,1981,Wireless,2170
8ec1d69b7fD30a1,Wong Inc,http://bowers-stevenson.info/,Zimbabwe,Distributed static parallelism,1976,Performing Arts,2168
D17135FB399dD4c,"Curry, Blake and Leblanc",https://www.cooke.com/,Cayman Islands,Right-sized homogeneous info-mediaries,1973,Think Tanks,2164
5821AAeef8c02b9,Huerta-Gates,https://www.guerrero.info/,Mongolia,Open-architected 24/7 time-frame,2001,Market Research,2142
A3B8d27d51aae2f,"Hanson, Newman and Bradley",http://www.shepherd.com/,Algeria,Customizable fresh-thinking task-force,2021,Individual / Family Services,2135
ecDdb1DbF500Ec1,"Moon, Hendrix and Morton",http://www.donovan-mcmillan.com/,Sao Tome and Principe,Configurable contextually-based process improvement,2009,Fishery,2131
C2fA8baECC7d0F8,"Kramer, Meyers and Mckinney",http://www.salazar.com/,Gambia,Polarized user-facing emulation,1978,Renewables / Environment,2101
bA907c2aCBc34bA,Huerta-Stephens,https://www.contreras-phelps.com/,Central African Republic,Centralized stable budgetary management,1994,Industrial Automation,2090
7afc73041E58Cc5,Norman-Hoffman,https://www.quinn.biz/,Yemen,Universal uniform task-force,2016,Banking / Mortgage,2080
f8BE211aFDEbb11,"Welch, Blake and Hamilton",https://case-mathews.info/,Singapore,Profit-focused systematic contingency,1972,Program Development,2059
e8a5ca6E4D17Fde,Waller-Mcfarland,http://www.perkins.net/,Slovakia (Slovak Republic),Extended upward-trending core,1982,Plastics,2055
